title,videoId,date,categoryId,view,like,dislike,comment,tags,hour,min,sec
"Young K ＜Letters with notes＞ Track 6. ""natural"" Lyrics Spoiler",2w2Gt7UOhYM,2023-08-18,10,36766,5825,-,84,JYP Entertainment|JYP|DAY6|데이식스|DAY6 Young K|DAY6 Sungjin|DAY6 Wonpil|DAY6 Dowoon|DAY6 영케이|DAY6 성진|DAY6 원필|DAY6 도운|데이식스 Young K|데이식스 영케이|데이식스 성진|데이식스 원필|데이식스 도운|Young K|Sungjin|Wonpil|Dowoon|영케이|성진|원필|도운|Even of Day|EoD|Letters with notes|영케이 레터스 위드 노트|Young K natural,-,-,21
"Young K ＜Letters with notes＞ Track 5. ""Bungee Jumping"" Lyrics Spoiler",3hfXvKTCoFY,2023-08-18,10,70763,9231,-,66,JYP Entertainment|JYP|DAY6|데이식스|DAY6 Young K|DAY6 Sungjin|DAY6 Wonpil|DAY6 Dowoon|DAY6 영케이|DAY6 성진|DAY6 원필|DAY6 도운|데이식스 Young K|데이식스 영케이|데이식스 성진|데이식스 원필|데이식스 도운|Young K|Sungjin|Wonpil|Dowoon|영케이|성진|원필|도운|Even of Day|EoD|Letters with notes|영케이 레터스 위드 노트|Young K Bungee Jumping,-,-,24
"Young K ＜Letters with notes＞ Track 4. ""Dreamer"" Lyrics Spoiler",uFXPWzu9Lyo,2023-08-18,10,33157,5503,-,60,JYP Entertainment|JYP|DAY6|데이식스|DAY6 Young K|DAY6 Sungjin|DAY6 Wonpil|DAY6 Dowoon|DAY6 영케이|DAY6 성진|DAY6 원필|DAY6 도운|데이식스 Young K|데이식스 영케이|데이식스 성진|데이식스 원필|데이식스 도운|Young K|Sungjin|Wonpil|Dowoon|영케이|성진|원필|도운|Even of Day|EoD|Letters with notes|영케이 레터스 위드 노트|Young K 꿈꾼 (Dreamer),-,-,31
A2K ep.11 “Character Evaluation”,Hw2anuIsb3I,2023-08-18,10,1841380,57647,-,3160,JYP Entertainment|JYP|A2K|America2Korea|Republic Records,-,30,25
"Young K ＜Letters with notes＞ Track 3. ""let it be summer"" Lyrics Spoiler",pVkNiM5LpRk,2023-08-17,10,51915,7992,-,119,JYP Entertainment|JYP|DAY6|데이식스|DAY6 Young K|DAY6 Sungjin|DAY6 Wonpil|DAY6 Dowoon|DAY6 영케이|DAY6 성진|DAY6 원필|DAY6 도운|데이식스 Young K|데이식스 영케이|데이식스 성진|데이식스 원필|데이식스 도운|Young K|Sungjin|Wonpil|Dowoon|영케이|성진|원필|도운|Even of Day|EoD|Letters with notes|영케이 레터스 위드 노트|Young K let it be summer,-,-,24
"Young K ＜Letters with notes＞ Track 2. ""nothing but(이것밖에는 없다)"" Lyrics Spoiler",ATdb0QMHivU,2023-08-17,10,78746,9186,-,162,JYP Entertainment|JYP|DAY6|데이식스|DAY6 Young K|DAY6 Sungjin|DAY6 Wonpil|DAY6 Dowoon|DAY6 영케이|DAY6 성진|DAY6 원필|DAY6 도운|데이식스 Young K|데이식스 영케이|데이식스 성진|데이식스 원필|데이식스 도운|Young K|Sungjin|Wonpil|Dowoon|영케이|성진|원필|도운|Even of Day|EoD|Letters with notes|영케이 레터스 위드 노트|Young K nothing but|이것밖에는 없다,-,-,43
"Young K ＜Letters with notes＞ Track 1. ""waited(오늘만을 너만을 이날을)"" Lyrics Spoiler",RyV4UIbj_KM,2023-08-17,10,51183,7245,-,95,JYP Entertainment|JYP|DAY6|데이식스|DAY6 Young K|DAY6 Sungjin|DAY6 Wonpil|DAY6 Dowoon|DAY6 영케이|DAY6 성진|DAY6 원필|DAY6 도운|데이식스 Young K|데이식스 영케이|데이식스 성진|데이식스 원필|데이식스 도운|Young K|Sungjin|Wonpil|Dowoon|영케이|성진|원필|도운|Even of Day|EoD|Letters with notes|영케이 레터스 위드 노트|Young K waited|오늘만을 너만을 이날을,-,-,20
"JIHYO ""Killin' Me Good"" M/V Teaser 2",nmMffGwx5L8,2023-08-16,10,1030589,132453,-,4806,JYP Entertainment|JYP|TWICE|트와이스|JIHYO|지효|트와이스 지효|TWICE JIHYO|ZONE|존|지효 존|JIHYO ZONE|Killin’ Me Good|킬링미굿|JIHYO Killin’ Me Good|지효 킬링미굿|지효 솔로|JIHYO SOLO|지효 솔로앨범|JIHYO SOLO ALBUM|지효 뮤비|지효 솔로 뮤비|지효 솔로 킬링미굿 뮤비|지효 킬링미굿 뮤비|지효 킬링미굿 뮤비 티저|지효 솔로 뮤비 티저|지효 솔로 뮤직비디오 티저|JIHYO SOLO MV|JIHYO SOLO MV TEASER|Killin' Me Good MV TEASER|지효 뮤비 티저|지효 뮤직비디오 티저,-,-,12
"JIHYO ""ZONE"" Album Sneak Peek (Poster ver.)",k3zrmnockeU,2023-08-15,10,364610,62647,-,2166,JYP Entertainment|JYP|TWICE|트와이스|JIHYO|지효|트와이스 지효|TWICE JIHYO|ZONE|존|지효 존|JIHYO ZONE|Killin’ Me Good|킬링미굿|JIHYO Killin’ Me Good|지효 킬링미굿|지효 솔로|JIHYO SOLO|지효 솔로앨범|JIHYO SOLO ALBUM|지효 하라메|지효 앨범 스닉 픽|지효 라이브|지효 하이라이트 메들리|지효 솔로 라이브|JIHYO ZONE ALBUM SNEAK PEAK|JIHYO LIVE|지효 솔로 앨범 수록곡|지효 수록곡|지효 헤이즈|지효 박진영|지효 24kgoldn|지효 스닉 픽 포스터 버전|지효 하라메 포스터 버전|지효 포스터|지효 노래 포스터 버전|JIHYO ZONE POSTER|JIHYO ZONE 포스터,-,3,5
[Nizi Project Season 2] Part 1 #5 Highlights,w65T7xj4fEQ,2023-08-15,10,221394,4010,-,156,JYP Entertainment|JYP|Globalaudition|Audition|NiziProject|NiziProject2|オーディション|Nizi|ニジプロ|Nizi2|ニジプロ2|오디션|보이그룹|니지|니지프로젝트|니지2|니지프로젝트2|글로벌오디션|보이그룹오디션|보컬오디션|댄스오디션|해외오디션|아이돌|일본|서바이벌|서바이벌프로그램|데뷔서바이벌|데뷔|데뷔프로그램|데뷔서바이벌프로그램|오디션프로그램|케이팝|KPOP|IDOL|KPOPIDOL|케이팝아이돌|박진영|J.Y.Park,-,1,17
"A2K ep.10 ""Star Quality Evaluation Rankings""",tE9ILNLCFks,2023-08-15,10,1934125,63642,-,4183,JYP Entertainment|JYP|A2K|America2Korea|Republic Records,-,33,12
Young K ＜Letters with notes＞ Album Trailer,qtDMMiAW6fQ,2023-08-14,10,94666,14076,-,736,JYP Entertainment|JYP|DAY6|데이식스|DAY6 Young K|DAY6 Sungjin|DAY6 Wonpil|DAY6 Dowoon|DAY6 영케이|DAY6 성진|DAY6 원필|DAY6 도운|데이식스 Young K|데이식스 영케이|데이식스 성진|데이식스 원필|데이식스 도운|Young K|Sungjin|Wonpil|Dowoon|영케이|성진|원필|도운|Even of Day|EoD|Letters with notes|영케이 레터스 위드 노트,-,1,19
"JIHYO ""Killin' Me Good"" M/V Teaser 1",dWyc1sX0MRQ,2023-08-13,10,896664,144159,-,5539,JYP Entertainment|JYP|TWICE|트와이스|JIHYO|지효|트와이스 지효|TWICE JIHYO|ZONE|존|지효 존|JIHYO ZONE|Killin’ Me Good|킬링미굿|JIHYO Killin’ Me Good|지효 킬링미굿|지효 솔로|JIHYO SOLO|지효 솔로앨범|JIHYO SOLO ALBUM|지효 뮤비|지효 솔로 뮤비|지효 솔로 킬링미굿 뮤비|지효 킬링미굿 뮤비|지효 킬링미굿 뮤비 티저|지효 솔로 뮤비 티저|지효 솔로 뮤직비디오 티저|JIHYO SOLO MV|JIHYO SOLO MV TEASER|Killin' Me Good MV TEASER|Killin' Me Good MV teaser 1|JIHYO Killin' Me Good MV TEASER 1|지효 뮤비 티저|지효 뮤비 티저1|지효 뮤직비디오 티저|지효 뮤직비디오 티저1,-,-,15
