video_title,video_id
"ITZY ""둘씩의 데이트"" | 서로의 퀴즈 맞히기🙋‍♀ #채리즈",dUW4zqgsmKU
ITZY 🌐IT'z TOUR BOOK🌐 EP 22,rhPaO_sxIpA
2022 ITZY THE 1ST WORLD TOUR in SEOUL DVD & BLU-RAY PREVIEW,p-nVyaIFGg8
🚨SOS🚨 채령이가 녹고 있어요..⭐  #ITZY #있지 #CHAERYEONG #채령,ehvsIGRGcD0
[ITZY?ITZY!] EP137,g_B35gcN1nY
💿 B-DAY TRACK #526 “YEJI” BEHIND,9pImWYIo6Vk
"ITZY ""둘씩의 데이트"" | 만약에 Talk🤔 #맏막즈",W-kFCHymqlM
📁 ITZY @ 고려대.zip #ITZY #MIDZY #고려대학교 #KoreaUniversity #석탑대동제,ucwI59T6mIo
[COVER] B-DAY TRACK #526 “YEJI” | 打上花火 Uchiagehanabi (Fireworks) by DAOKO×Kenshi Yonezu,HuXnf-x7UeM
ITZY 🌐IT'z TOUR BOOK🌐 EP 21,j72yzmZ9zEA
날씨☀도 도와주는 랴의 화보 촬영장📸🌿 #ITZY #있지 #LIA #리아,_XXTDORFGQs
[ITZY?ITZY!] EP136,qxaPTyxDqvk
[🔴LIVE] Hey🩵 New York☁️,3MW0Fea1IfY
"ITZY ""둘씩의 데이트"" | Call My Name📞 #진리아",1M835YiwLgs
ITZY 🌐IT'z TOUR BOOK🌐 EP 20,WJVwHiHKQBI
돌아온 쇼핑TIME🛍 초코🍫는 정말 사도 사도 모자라😍💕 #ITZY #있지 #LIA #리아 #RYUJIN #류진 #CHAERYEONG #채령 #YUNA #유나,6zDJVbzLNWA
[ITZY?ITZY!] EP135,q1F6dO37Zew
📁 ITZY @ 성균관대.zip #ITZY #MIDZY #성균관대학교 #SungkyunkwanUniversity#대동제,RG6pyxYZfRE
"ITZY ""둘씩의 데이트"" | 간식대담🍩 #령지곤지",S8g-58VsiME
📁 ITZY @ 서울대.zip #ITZY #MIDZY #서울대학교 #SNU #SNUFESTIVAL,UJUfm0KTYa0
ITZY 🌐IT'z TOUR BOOK🌐 EP 19,8jU0B3haE_0
