date,keyword,view_log_like_sum,view_log_like_avg,count,trend
2023-03-20,145.10614,1024111420.4606984,73150815.74719274,14.0,24.1209952997347
2023-03-21,128.0572,107640455.76214068,15377207.966020096,7.0,22.222418289078043
2023-03-22,130.74257,14320231.712032678,3580057.9280081694,4.0,20.60851386210133
2023-03-23,124.84384,93595350.37331422,10399483.37481269,9.0,21.884959153843095
2023-03-24,138.78163999999998,292782613.2870978,24398551.107258152,12.0,22.932139059116462
2023-03-25,126.30292,106636729.70446807,15233818.529209724,7.0,22.19925584735272
2023-03-26,115.39682,17085506.97063624,5695168.99021208,3.0,20.859496783910764
2023-03-27,107.86304,58497118.586945884,14624279.646736471,4.0,21.823450016661816
2023-03-28,109.63153,21571240.326990068,3081605.760998581,7.0,20.459630666775137
2023-03-29,108.70328,76036035.26134041,5069069.017422694,15.0,21.183202184343166
2023-03-30,110.62504,63196707.28659267,10532784.547765445,6.0,21.64876509852374
2023-03-31,106.82977,76564314.0180492,10937759.1454356,7.0,21.7005124167515
2023-04-01,117.57974,22061472.587501045,7353824.195833682,3.0,21.133838935028823
2023-04-02,106.51469,0.0,0.0,0.0,4.668282909909723
2023-04-03,95.17143,16423639.832224667,5474546.610741556,3.0,20.627290969813284
2023-04-04,100.76925,24944692.114787016,6236173.028696754,4.0,20.903104552613332
2023-04-05,97.63254,17179275.57739309,8589637.788696544,2.0,20.986464536264354
2023-04-06,100.6188,25679553.342756305,6419888.335689076,4.0,20.93064444877459
2023-04-07,99.8183,23843820.24974,7947940.083246667,3.0,21.047766035955796
2023-04-08,93.64992,1511556.3710621689,755778.1855310844,2.0,18.514253351697853
2023-04-09,97.04493999999998,9727324.198901623,9727324.198901623,1.0,20.938137461774886
2023-04-10,97.05629,29047218.433012415,9682406.144337472,3.0,21.217103275146158
2023-04-11,101.49877,22262667.017192665,4452533.403438533,5.0,20.643739411740732
2023-04-12,99.89494,0.0,0.0,0.0,4.604119033721069
2023-04-13,106.94615,5921367.870368105,1973789.2901227018,3.0,19.72378234612046
2023-04-14,116.79627000000002,33176423.19290596,6635284.638581192,5.0,21.183052194606194
2023-04-15,115.3145,34156834.079963386,11385611.359987795,3.0,21.551515291705595
2023-04-16,129.27215,13615189.21078096,13615189.21078096,1.0,21.561130333738966
2023-04-17,126.27169,1256308.238867164,1256308.238867164,1.0,19.15463774489419
2023-04-18,107.80627,12872439.734576222,3218109.9336440554,4.0,20.30903463562262
2023-04-19,93.01689,7913530.780051663,2637843.5933505544,3.0,19.874244568893147
2023-04-20,89.87451000000001,0.0,0.0,0.0,4.498414364009659
2023-04-21,85.6875,2112203.0595220164,2112203.0595220164,1.0,19.286462902618727
2023-04-22,96.3665,0.0,0.0,0.0,4.568158630847334
2023-04-23,94.4277,39421761.432831004,19710880.716415502,2.0,21.783702394502505
2023-04-24,102.78468999999998,1542776.2265954507,771388.1132977253,2.0,18.627769897672422
2023-04-25,90.00508,3233096.0212129066,808274.0053032266,4.0,18.746916556193586
2023-04-26,83.35412,229831411.7378718,76610470.5792906,3.0,23.133333513778307
2023-04-27,83.32858,39241083.26807968,5605869.038297097,7.0,20.783660518097566
2023-04-28,101.2206,19956164.654221404,3326027.442370234,6.0,20.407206827992272
2023-04-29,87.20049,11363837.143551307,3787945.714517102,3.0,20.171535511125864
2023-04-30,94.21197,0.0,0.0,0.0,4.545547243573295
2023-05-01,83.32006000000001,0.0,0.0,0.0,4.42268933650773
2023-05-02,84.75358999999999,3549412.124264269,1774706.0621321346,2.0,19.268080043950196
2023-05-03,83.49322,12611476.305136312,6305738.152568156,2.0,20.52092259596706
2023-05-04,81.26203,36855503.698662706,4095055.9665180785,9.0,20.523598604164203
2023-05-05,80.60348,1819365.84959021,606455.2831967367,3.0,18.26091925881976
2023-05-06,84.98919,22109345.685727574,5527336.4214318935,4.0,20.612134717139003
2023-05-07,90.46495,13517618.337747212,3379404.584436803,4.0,20.182566623882735
2023-05-08,95.35311,21986643.132599574,10993321.566299787,2.0,21.209572034562854
2023-05-09,82.1335,11103741.057353588,2220748.2114707176,5.0,19.736409636734994
2023-05-10,82.96523,981104.300053853,981104.300053853,1.0,18.487369537899212
2023-05-11,77.94933,64830447.714510106,10805074.619085018,6.0,21.324200799067775
2023-05-12,88.08616,3123949.6347094174,780987.4086773543,4.0,18.691023780551177
2023-05-13,78.92299,2147316.8156191437,1073658.4078095718,2.0,18.69424158464614
2023-05-14,80.73122000000001,12813163.392775737,6406581.696387868,2.0,20.503148345679435
2023-05-15,98.49549,5282443.354749165,5282443.354749165,1.0,20.342423946055266
2023-05-16,185.53138,1771975.204132125,590658.401377375,3.0,19.068208319073147
2023-05-17,141.70827000000003,2986338.903260364,2986338.903260364,1.0,20.135843136283313
2023-05-18,108.22639,2566490.37934894,855496.7931163134,3.0,18.89965401930089
2023-05-19,93.62438,3043988.025373283,1014662.6751244277,3.0,18.925348753778746
2023-05-20,78.29849,6793860.227158526,6793860.227158526,1.0,20.364572053020122
2023-05-21,78.20196999999999,1048558.8727499387,1048558.8727499387,1.0,18.49473599679941
2023-05-22,88.12589999999999,0.0,0.0,0.0,4.47876647384624
2023-05-23,81.27907,3480729.5378684327,696145.9075736866,5.0,18.56591203176495
2023-05-24,78.27860000000001,23704973.87183601,4740994.774367202,5.0,20.446740732777965
2023-05-25,81.33017000000001,12069124.047409136,3017281.011852284,4.0,19.962777746558896
2023-05-26,82.74382,11553792.91784574,1925632.15297429,6.0,19.659129536617435
2023-05-27,88.18267,59915390.916111514,9985898.486018585,6.0,21.36871030778491
2023-05-28,81.86099999999999,29907507.234274767,29907507.234274767,1.0,21.891156652386208
2023-05-29,82.1846,37978889.1920695,37978889.1920695,1.0,22.134022832820836
2023-05-30,119.6548,189808746.12663525,31634791.021105874,6.0,22.826994330137214
2023-05-31,107.34357,655692.77073541,327846.385367705,2.0,17.81552163569288
2023-06-01,125.66137,31258629.016190395,10419543.005396798,3.0,21.54877564391486
2023-06-02,150.70679,1864217722.4645388,266316817.4949341,7.0,25.237077643336647
2023-06-03,119.31699,34052626.02209248,34052626.02209248,1.0,22.397715323663096
2023-06-04,106.19674,35053347.71796452,17526673.85898226,2.0,21.783714480825072
2023-06-05,118.09069999999998,310417003.7496738,62083400.749934755,5.0,23.43015112100326
2023-06-06,99.4805,113223380.50643918,22644676.101287834,5.0,22.25010591187241
2023-06-07,108.05323,30621812.772787694,3402423.6414208547,9.0,20.623251337588215
2023-06-08,116.29383,253690093.86116076,36241441.980165824,7.0,22.983378114838885
2023-06-09,129.59859,51341646.411945,12835411.60298625,4.0,21.876554392318674
2023-06-10,109.00417,43335113.697031386,14445037.899010463,3.0,21.73323881261801
2023-06-11,99.52023,227760062.95252794,56940015.738131985,4.0,23.102263903815036
2023-06-12,151.05311,57869933.89445364,19289977.964817878,3.0,22.348718898083845
2023-06-13,108.82534,17751689.79110231,5917229.930367436,3.0,20.83911435058485
2023-06-14,111.40851,116647391.19358796,14580923.899198495,8.0,22.072141132654398
2023-06-15,96.02019,164519265.58804777,54839755.196015924,3.0,22.94047558922021
2023-06-16,99.81546,169680871.43208182,18853430.159120202,9.0,22.256157297912033
2023-06-17,98.92413,53936859.28983977,26968429.644919883,2.0,22.14371723044232
2023-06-18,97.47642,127158928.21294498,127158928.21294498,1.0,23.513072648425016
2023-06-19,90.45927,1227405.9903118033,1227405.9903118033,1.0,18.797827124068487
2023-06-20,89.62754,26586429.424780402,8862143.141593467,3.0,21.048952980410245
2023-06-21,84.42429999999999,289310539.73119193,57862107.94623838,5.0,23.02413749880773
2023-06-22,86.33471,890027.008590671,445013.5042953355,2.0,17.903278196594176
2023-06-23,84.72804,35597628.10594103,5932938.017656838,6.0,20.808092040754868
2023-06-24,83.99566000000002,1220783.4780404295,1220783.4780404295,1.0,18.718282417049966
2023-06-25,84.24261999999999,5415099.900458595,5415099.900458595,1.0,20.210916736544295
2023-06-26,86.26091,66291163.91729219,16572790.979323048,4.0,21.72504339909191
2023-06-27,88.10602999999999,71876618.23156896,17969154.55789224,4.0,21.82710223330437
2023-06-28,95.75902000000002,14145242.680116672,2829048.5360233346,5.0,20.13199476928157
2023-06-29,90.97308,9459663.089173585,1051073.6765748428,9.0,19.276515177544425
2023-06-30,93.72655,28197788.306112465,3524723.538264058,8.0,20.479406829107592
